#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-04-03T13:10:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ533d5b416595	
#INFO	-out.max=unlimited	
#INFO	queryParameters=41	
#-oc.form=dec
#-out.max=unlimited
#-out.all=1
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:VII/196&tab:{VII/196/north}&tab:{VII/196/south}&key:source=VII/196/north&key:source=VII/196/south&HTTPPRM:&&-ref=VIZ533d5b416595&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-x.rs=10
#-source=VII/196/north,VII/196/south
#-order=I
#-out=recno
#-out=Shk
#-sort=Shk
#-out=m_Shk
#-out=Object
#-out=RAJ2000
#-out=DEJ2000
#-out=n_DEs
#-out=Star
#-out=Vmag
#-out=Rmag
#-out=RV
#-out.all=1
#-out=z
#-out=Note
#-out=Object
#-out=m_Object
#-out=RA2000
#-out=DE2000
#-out=a
#-out=e
#-out=PA
#-out=bjg
#-out=bjs
#-out=Area
#-out=Class
#-out=Notes
#-out.all=1
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_7196
#Name: VII/196
#Title: Shakhbazian compact groups of galaxies (Stoll+ 1993-97)
#Table	VII_196_north:
#Name: VII/196/north
#Title: Northern part (from POSS)
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	recno	(I8)	Record number within the original table (starting from 1)	[ucd=meta.record]
#Column	Shk	(I3)	Group name (Shakhbazian+, Cat. <VII/89>) (1)	[ucd=meta.id.part;meta.main]
#Column	m_Shk	(A1)	[a] Group 340 divided in 2 parts	[ucd=meta.code.multip]
#Column	Object	(I2)	Object number within group	[ucd=meta.id.part;meta.main]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	n_DEs	(A1)	[?H] Origin of positions (2)	[ucd=meta.note]
#Column	Star	(A1)	[S] S: object probably a star	[ucd=src.class]
#Column	Vmag	(F5.2)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	Rmag	(F5.2)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	RV	(I5)	? Radial velocity [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#Column	z	(F7.4)	? Redshift (3)	[ucd=src.redshift]
#Column	Note	(a56)	Other name or remark	[ucd=meta.id]
#_RAJ2000|_DEJ2000|recno|Shk|m_Shk|Object|RAJ2000|DEJ2000|n_DEs|Star|Vmag|Rmag|RV|z|Note
#deg|deg| | | | |"h:m:s"|"d:m:s"| | |mag|mag|km/s| |
#--------|--------|--------|---|-|--|----------|---------|-|-|-----|-----|-----|-------|--------------------------------------------------------
203.7092|+33.1319|    2182|250| | 2|13 34 50.2|+33 07 55| | |     |     |     |       |
203.7342|+33.1636|    2183|250| | 3|13 34 56.2|+33 09 49| | |     |     |     |       |
203.6846|+33.1283|    2184|250| | 4|13 34 44.3|+33 07 42| | |     |     |     |       |
203.7004|+33.1242|    2185|250| | 5|13 34 48.1|+33 07 27| | |     |     |     |       |
203.6896|+33.1233|    2186|250| | 6|13 34 45.5|+33 07 24| | |     |     |     |       |
203.7262|+33.1656|    2187|250| | 7|13 34 54.3|+33 09 56| | |     |     |     |       |
203.6821|+33.1356|    2188|250| | 8|13 34 43.7|+33 08 08| | |     |     |     |       |
203.7325|+33.1697|    2189|250| | 9|13 34 55.8|+33 10 11| | |     |     |     |       |
203.7237|+33.1594|    2190|250| |10|13 34 53.7|+33 09 34| | |     |     |     |       |
204.2096|+36.8417|    2191|251| | 1|13 36 50.3|+36 50 30| | |18.30|     |     |       |= NGP9 F270-0435016
204.2121|+36.8389|    2192|251| | 2|13 36 50.9|+36 50 20| | |16.49|     |     |       |= NPG9 F270-0435026
204.2296|+36.8344|    2193|251| | 3|13 36 55.1|+36 50 04| | |18.65|     |     |       |= NGP9 F270-0435146
204.2387|+36.8336|    2194|251| | 4|13 36 57.3|+36 50 01| | |19.00|     |     |       |= NGP9 F270-0435195
204.2379|+36.8114|    2195|251| | 5|13 36 57.1|+36 48 41| | |16.81|     |     |       |= NGP9 F270-0435189
204.2417|+36.8297|    2196|251| | 6|13 36 58.0|+36 49 47| | |     |     |     |       |
204.2404|+36.7953|    2197|251| | 7|13 36 57.7|+36 47 43| | |     |     |     |       |
204.2167|+36.8322|    2198|251| | 8|13 36 52.0|+36 49 56| | |     |     |     |       |
208.1092|+37.5281|    2199|253| | 1|13 52 26.2|+37 31 41| | |     |     |     |       |
208.1117|+37.5214|    2200|253| | 2|13 52 26.8|+37 31 17| | |     |     |     |       |
208.1008|+37.5181|    2201|253| | 3|13 52 24.2|+37 31 05| | |     |     |     | 0.0730|
208.0971|+37.5247|    2202|253| | 4|13 52 23.3|+37 31 29| | |     |     |     |       |
208.0867|+37.5100|    2203|253| | 5|13 52 20.8|+37 30 36| | |     |     |     |       |
208.0808|+37.5053|    2204|253| | 6|13 52 19.4|+37 30 19| | |     |     |     |       |
208.0758|+37.5122|    2205|253| | 7|13 52 18.2|+37 30 44| | |     |     |     |       |
208.1137|+37.5025|    2206|253| | 8|13 52 27.3|+37 30 09| | |     |     |     |       |
208.1150|+37.5275|    2207|253| | 9|13 52 27.6|+37 31 39| | |     |     |     |       |
208.1008|+37.5133|    2208|253| |10|13 52 24.2|+37 30 48| | |     |     |     |       |
208.0987|+37.5081|    2209|253| |11|13 52 23.7|+37 30 29| | |     |     |     |       |
208.1067|+37.5364|    2210|253| |12|13 52 25.6|+37 32 11| | |     |     |     |       |
208.0867|+37.5081|    2211|253| |13|13 52 20.8|+37 30 29| | |     |     |     |       |
209.0796|+35.2056|    2212|254| | 1|13 56 19.1|+35 12 20| | |     |     |     |       |
209.0796|+35.2106|    2213|254| | 2|13 56 19.1|+35 12 38| | |     |     |     |       |
209.0792|+35.1889|    2214|254| | 3|13 56 19.0|+35 11 20| | |     |     |     |       |= IRAS Z13541+3526
209.1221|+35.1714|    2215|254| | 4|13 56 29.3|+35 10 17| | |     |     |     |       |
209.1204|+35.1658|    2216|254| | 5|13 56 28.9|+35 09 57| | |     |     |     |       |
209.1229|+35.1800|    2217|254| | 6|13 56 29.5|+35 10 48| | |     |     |     |       |
209.1087|+35.1872|    2218|254| | 7|13 56 26.1|+35 11 14| | |     |     |     |       |
209.0862|+35.1825|    2219|254| | 8|13 56 20.7|+35 10 57| | |     |     |     |       |
209.0971|+35.1833|    2220|254| | 9|13 56 23.3|+35 11 00| | |     |     |     |       |
209.1058|+35.1881|    2221|254| |10|13 56 25.4|+35 11 17| | |     |     |     |       |
209.1346|+35.1850|    2222|254| |11|13 56 32.3|+35 11 06| | |     |     |     |       |
212.6629|+32.2553|    2223|255| | 1|14 10 39.1|+32 15 19| | |     |     |     |       |
212.6804|+32.2647|    2224|255| | 2|14 10 43.3|+32 15 53| | |     |     |     |       |
212.6850|+32.2703|    2225|255| | 3|14 10 44.4|+32 16 13| | |     |     |     |       |
212.6783|+32.2661|    2226|255| | 4|14 10 42.8|+32 15 58| | |     |     |     |       |
212.6750|+32.2572|    2227|255| | 5|14 10 42.0|+32 15 26| | |     |     |     |       |
219.8992|+37.7386|    2228|256| | 1|14 39 35.8|+37 44 19| | |     |     |     |       |
219.8771|+37.7283|    2229|256| | 2|14 39 30.5|+37 43 42| | |     |     |     |       |
219.8758|+37.7450|    2230|256| | 3|14 39 30.2|+37 44 42| | |     |     |     |       |
219.8892|+37.7411|    2231|256| | 4|14 39 33.4|+37 44 28| | |     |     |     |       |
219.8837|+37.7406|    2232|256| | 5|14 39 32.1|+37 44 26| | |     |     |     |       |
219.8854|+37.7344|    2233|256| | 6|14 39 32.5|+37 44 04| | |     |     |     |       |
219.8675|+37.7367|    2234|256| | 7|14 39 28.2|+37 44 12| | |     |     |     |       |
221.7304|+37.5556|    2235|257| | 1|14 46 55.3|+37 33 20| | |     |     |     |       |= IRAS F14449+3745
221.7475|+37.5869|    2236|257| | 2|14 46 59.4|+37 35 13| | |     |     |     |       |
221.7425|+37.5692|    2237|257| | 3|14 46 58.2|+37 34 09| | |     |     |     |       |
221.7292|+37.5825|    2238|257| | 4|14 46 55.0|+37 34 57| | |     |     |     |       |
221.7125|+37.5522|    2239|257| | 5|14 46 51.0|+37 33 08| | |     |     |     |       |
221.7258|+37.5525|    2240|257| | 6|14 46 54.2|+37 33 09| | |     |     |     |       |
230.9221|+32.4108|    2241|258| | 1|15 23 41.3|+32 24 39| | |17.11|     |     |       |= NPM1G +32.0429
230.9262|+32.3950|    2242|258| | 2|15 23 42.3|+32 23 42| | |     |     |     |       |
230.9325|+32.4050|    2243|258| | 3|15 23 43.8|+32 24 18| | |     |     |     |       |
230.8971|+32.4111|    2244|258| | 4|15 23 35.3|+32 24 40| | |     |     |     |       |
230.8979|+32.4139|    2245|258| | 5|15 23 35.5|+32 24 50| | |     |     |     |       |
230.9200|+32.3850|    2246|258| | 6|15 23 40.8|+32 23 06| | |     |     |     |       |
230.9167|+32.3972|    2247|258| | 7|15 23 40.0|+32 23 50| | |     |     |     |       |
230.9162|+32.3911|    2248|258| | 8|15 23 39.9|+32 23 28| | |     |     |     |       |
230.9167|+32.4183|    2249|258| | 9|15 23 40.0|+32 25 06| | |     |     |     |       |
230.9183|+32.4081|    2250|258| |10|15 23 40.4|+32 24 29| | |     |     |     |       |
234.8621|+37.8500|    2251|259| | 1|15 39 26.9|+37 51 00| | |     |     |     |       |
234.8700|+37.8528|    2252|259| | 2|15 39 28.8|+37 51 10| | |     |     |     |       |
234.8721|+37.8494|    2253|259| | 3|15 39 29.3|+37 50 58| | |     |     |     |       |
234.9046|+37.8264|    2254|259| | 4|15 39 37.1|+37 49 35| | |     |     |     |       |
234.8837|+37.8358|    2255|259| | 5|15 39 32.1|+37 50 09| | |     |     |     |       |
234.8762|+37.8417|    2256|259| | 6|15 39 30.3|+37 50 30| | |     |     |     |       |
234.8846|+37.8561|    2257|259| | 7|15 39 32.3|+37 51 22| | |     |     |     |       |
234.8800|+37.8511|    2258|259| | 8|15 39 31.2|+37 51 04| | |     |     |     |       |
235.6079|+34.8967|    2259|260| | 1|15 42 25.9|+34 53 48| | |     |     |     |       |
235.5954|+34.8972|    2260|260| | 2|15 42 22.9|+34 53 50| | |     |     |     |       |
235.5937|+34.9011|    2261|260| | 3|15 42 22.5|+34 54 04| | |     |     |     |       |
235.6021|+34.8978|    2262|260| | 4|15 42 24.5|+34 53 52| | |     |     |     |       |
235.5983|+34.8997|    2263|260| | 5|15 42 23.6|+34 53 59| | |     |     |     |       |
235.6221|+34.9028|    2264|260| | 6|15 42 29.3|+34 54 10| | |     |     |     |       |
235.6058|+34.9033|    2265|260| | 7|15 42 25.4|+34 54 12| | |     |     |     |       |
215.1304| -9.3389|    2266|328| | 1|14 20 31.3|-09 20 20| | |17.47|     |     | 0.0433|
215.1262| -9.3322|    2267|328| | 2|14 20 30.3|-09 19 56| | |16.43|     |     | 0.0434|
215.1179| -9.3308|    2268|328| | 3|14 20 28.3|-09 19 51| | |16.67|     |     | 0.0476|
215.1112| -9.3283|    2269|328| | 4|14 20 26.7|-09 19 42| | |16.50|     |     | 0.0474|= NPM1G -09.0540
215.1100| -9.3269|    2270|328| | 5|14 20 26.4|-09 19 37| | |18.09|     |     |       |
215.1079| -9.3336|    2271|328| | 6|14 20 25.9|-09 20 01| | |15.03|     |     | 0.0454|= NPM1G -09.0539
215.1083| -9.3361|    2272|328| | 7|14 20 26.0|-09 20 10| | |17.94|     |     |       |
215.1192| -9.3436|    2273|328| | 8|14 20 28.6|-09 20 37| | |18.13|     |     | 0.0454|
215.1246| -9.3425|    2274|328| | 9|14 20 29.9|-09 20 33| | |19.28|     |     |       |
001.0946| +3.8258|    2275|338| | 1|00 04 22.7|+03 49 33| | |     |14.39|     |       |
001.1000| +3.8219|    2276|338| | 2|00 04 24.0|+03 49 19| | |     |15.59|     |       |
001.0946| +3.8286|    2277|338| | 3|00 04 22.7|+03 49 43| | |     |16.13|     |       |
001.1004| +3.8156|    2278|338| | 4|00 04 24.1|+03 48 56| | |     |17.67|     |       |
001.0925| +3.8261|    2279|338| | 5|00 04 22.2|+03 49 34| | |     |16.74|     |       |
001.0967| +3.8242|    2280|338| | 6|00 04 23.2|+03 49 27| | |     |     |     |       |(original list)
001.0975| +3.8197|    2281|338| | 7|00 04 23.4|+03 49 11| | |     |16.22|     |       |= [BF95] 338-6
001.1087| +3.8122|    2282|338| | 8|00 04 26.1|+03 48 44| | |     |16.34|     |       |= [BF95] 338-a
004.8583| +8.0564|    2283|339| | 1|00 19 26.0|+08 03 23|H| |     |     |     |       |
004.8525| +8.0506|    2284|339| | 2|00 19 24.6|+08 03 02|H| |     |     |     |       |
004.8679| +8.0483|    2285|339| | 3|00 19 28.3|+08 02 54|H| |     |     |     |       |
004.8512| +8.0517|    2286|339| | 4|00 19 24.3|+08 03 06|H| |     |     |     |       |
004.8558| +8.0669|    2287|339| | 5|00 19 25.4|+08 04 01|H| |     |     |     |       |
010.6317|+20.3578|    2288|340| | 1|00 42 31.6|+20 21 28| | |     |15.47|     |       |
010.6254|+20.3744|    2289|340| | 2|00 42 30.1|+20 22 28| | |     |15.37|     |       |
010.6292|+20.3508|    2290|340| | 3|00 42 31.0|+20 21 03| | |     |15.69|     |       |
010.6262|+20.3481|    2291|340| | 4|00 42 30.3|+20 20 53| | |     |16.19|     |       |
010.6021|+20.3686|    2292|340| | 5|00 42 24.5|+20 22 07| | |     |15.59|     |       |
010.6354|+20.3631|    2293|340| | 6|00 42 32.5|+20 21 47| |S|     |     |     |       |
010.6333|+20.3764|    2294|340| | 7|00 42 32.0|+20 22 35| |S|     |     |     |       |
010.6312|+20.3758|    2295|340| | 8|00 42 31.5|+20 22 33| |S|     |     |     |       |
010.6279|+20.3769|    2296|340| | 9|00 42 30.7|+20 22 37| |S|     |     |     |       |
010.6200|+20.3811|    2297|340| |10|00 42 28.8|+20 22 52| |S|     |     |     |       |
010.6267|+20.3711|    2298|340| |11|00 42 30.4|+20 22 16| | |     |17.70|     |       |
010.6283|+20.3453|    2299|340| |12|00 42 30.8|+20 20 43| | |     |16.74|     |       |= [BF95] 340-a
010.6233|+20.3419|    2300|340| |13|00 42 29.6|+20 20 31| | |     |17.83|     |       |= [BF95] 340-b
010.6279|+20.4131|    2301|340|a| 1|00 42 30.7|+20 24 47| | |     |17.51|     |       |
010.6325|+20.4158|    2302|340|a| 2|00 42 31.8|+20 24 57| | |     |16.92|     |       |
010.6304|+20.4236|    2303|340|a| 3|00 42 31.3|+20 25 25| | |     |17.16|     |       |
010.6362|+20.4169|    2304|340|a| 4|00 42 32.7|+20 25 01| |S|     |     |     |       |
010.6262|+20.4156|    2305|340|a| 5|00 42 30.3|+20 24 56| | |     |17.77|     |       |
010.6387|+20.4197|    2306|340|a| 6|00 42 33.3|+20 25 11| |S|     |     |     |       |
010.6204|+20.4194|    2307|340|a| 7|00 42 28.9|+20 25 10| | |     |17.28|     |       |= [BF95] 340a-b
010.6125|+20.3978|    2308|340|a| 8|00 42 27.0|+20 23 52| | |     |18.09|     |       |= [BF95] 340a-a
034.8696|+18.9886|    2309|341| | 1|02 19 28.7|+18 59 19|H| |     |     |     |       |
034.8604|+18.9972|    2310|341| | 2|02 19 26.5|+18 59 50|H| |     |     |     |       |
034.8563|+18.9908|    2311|341| | 3|02 19 25.5|+18 59 27|H| |     |     |     |       |
034.8792|+18.9914|    2312|341| | 4|02 19 31.0|+18 59 29|H| |     |     |     |       |
034.8737|+19.0072|    2313|341| | 5|02 19 29.7|+19 00 26|H| |     |     |     |       |
040.6929| +7.6106|    2314|342| | 1|02 42 46.3|+07 36 38| | |     |     |     |       |
040.7400| +7.6628|    2315|342| | 2|02 42 57.6|+07 39 46| | |     |     |     |       |
040.7233| +7.6383|    2316|342| | 3|02 42 53.6|+07 38 18| | |     |     |     |       |
040.7187| +7.6564|    2317|342| | 4|02 42 52.5|+07 39 23| | |     |     |     |       |
040.7346| +7.6722|    2318|342| | 5|02 42 56.3|+07 40 20| | |     |     |     |       |
040.6737| +7.6031|    2319|342| | 6|02 42 41.7|+07 36 11| | |     |     |     |       |
040.7033| +7.5886|    2320|342| | 7|02 42 48.8|+07 35 19| | |     |     |     |       |
040.7042| +7.5881|    2321|342| | 8|02 42 49.0|+07 35 17| | |     |     |     |       |
040.7429| +7.6644|    2322|342| | 9|02 42 58.3|+07 39 52| | |     |     |     |       |
130.3100| +7.5267|    2323|343| | 1|08 41 14.4|+07 31 36| | |     |     |     |       |
130.3158| +7.5286|    2324|343| | 2|08 41 15.8|+07 31 43| | |     |     |     |       |
130.2967| +7.5406|    2325|343| | 3|08 41 11.2|+07 32 26| | |     |     |     |       |
130.2992| +7.5394|    2326|343| | 4|08 41 11.8|+07 32 22| | |     |     |     |       |
130.3067| +7.5311|    2327|343| | 5|08 41 13.6|+07 31 52| | |     |     |     |       |
131.8850| +3.7022|    2328|344| | 1|08 47 32.4|+03 42 08| | |     |     |     |       |
131.8833| +3.7172|    2329|344| | 2|08 47 32.0|+03 43 02| | |     |     |     |       |
131.8921| +3.7139|    2330|344| | 3|08 47 34.1|+03 42 50| | |     |     |     |       |
131.8837| +3.7078|    2331|344| | 4|08 47 32.1|+03 42 28| | |     |     |     |       |
131.8662| +3.6692|    2332|344| | 5|08 47 27.9|+03 40 09| | |     |     |     |       |
131.8704| +3.6886|    2333|344| | 6|08 47 28.9|+03 41 19| | |     |     |     |       |
131.8992| +3.7003|    2334|344| | 7|08 47 35.8|+03 42 01| | |     |     |     |       |
131.9046| +3.7031|    2335|344| | 8|08 47 37.1|+03 42 11| | |     |     |     |       |
138.1008|+15.0944|    2336|345| | 1|09 12 24.2|+15 05 40| | |     |     |     |       |
138.1308|+15.1031|    2337|345| | 2|09 12 31.4|+15 06 11| | |     |     |     |       |
138.1308|+15.1003|    2338|345| | 3|09 12 31.4|+15 06 01| | |     |     |     |       |
138.1208|+15.1083|    2339|345| | 4|09 12 29.0|+15 06 30| | |     |     |     |       |
138.1321|+15.1106|    2340|345| | 5|09 12 31.7|+15 06 38| | |     |     |     |       |
138.1079|+15.0978|    2341|345| | 6|09 12 25.9|+15 05 52| | |     |     |     |       |
138.1279|+15.0983|    2342|345| | 7|09 12 30.7|+15 05 54| | |     |     |     |       |
138.1104|+15.1242|    2343|345| | 8|09 12 26.5|+15 07 27| | |     |     |     |       |
138.7933| +5.2344|    2344|346| | 1|09 15 10.4|+05 14 04|H| |     |     |     |       |
138.7954| +5.2414|    2345|346| | 2|09 15 10.9|+05 14 29|H| |     |     |     |       |
138.7942| +5.2389|    2346|346| | 3|09 15 10.6|+05 14 20|H| |     |     |     |       |
138.7975| +5.2442|    2347|346| | 4|09 15 11.4|+05 14 39|H| |     |     |     |       |
138.7892| +5.2314|    2348|346| | 5|09 15 09.4|+05 13 53|H| |     |     |     |       |
138.7787| +5.2419|    2349|346| | 6|09 15 06.9|+05 14 31|H| |     |     |     |       |
138.7937| +5.2539|    2350|346| | 7|09 15 10.5|+05 15 14|H| |     |     |     |       |
138.7967| +5.2281|    2351|346| | 8|09 15 11.2|+05 13 41|H| |     |     |     |       |
139.3692| +7.7086|    2352|347| | 1|09 17 28.6|+07 42 31| | |     |     |     |       |
139.3983| +7.6728|    2353|347| | 2|09 17 35.6|+07 40 22| | |     |     |     |       |
139.3917| +7.6861|    2354|347| | 3|09 17 34.0|+07 41 10| | |     |     |     |       |
139.3929| +7.6894|    2355|347| | 4|09 17 34.3|+07 41 22| | |     |     |     |       |
139.3883| +7.6983|    2356|347| | 5|09 17 33.2|+07 41 54| | |     |     |     |       |
139.4067| +7.6833|    2357|347| | 6|09 17 37.6|+07 41 00| | |     |     |     |       |
139.3867| +7.6997|    2358|347| | 7|09 17 32.8|+07 41 59| | |     |     |     |       |
139.3796| +7.6931|    2359|347| | 8|09 17 31.1|+07 41 35| | |     |     |     |       |
139.3821| +7.7025|    2360|347| | 9|09 17 31.7|+07 42 09| | |     |     |     |       |
141.6525| +3.4606|    2361|348| | 1|09 26 36.6|+03 27 38| | |16.10|     |     | 0.0894|
141.6221| +3.4381|    2362|348| | 2|09 26 29.3|+03 26 17| | |16.20|     |     |       |
141.6662| +3.4511|    2363|348| | 3|09 26 39.9|+03 27 04| | |16.70|     |     | 0.0885|
141.6571| +3.4422|    2364|348| | 4|09 26 37.7|+03 26 32| | |17.40|     |     | 0.0911|
141.6725| +3.4389|    2365|348| | 5|09 26 41.4|+03 26 20| | |17.60|     |     | 0.0894|
141.6417| +3.4644|    2366|348| | 6|09 26 34.0|+03 27 52| | |18.50|     |     |       |
141.6413| +3.4611|    2367|348| | 7|09 26 33.9|+03 27 40| | |18.30|     |     |       |
141.6433| +3.4281|    2368|348| | 8|09 26 34.4|+03 25 41| | |17.80|     |     |       |
141.6462| +3.4275|    2369|348| | 9|09 26 35.1|+03 25 39| | |18.90|     |     |       |
141.6362| +3.4306|    2370|348| |10|09 26 32.7|+03 25 50| | |18.90|     |     |       |
141.6329| +3.4456|    2371|348| |11|09 26 31.9|+03 26 44| | |     |     |     |       |
151.6483| +6.9244|    2372|349| | 1|10 06 35.6|+06 55 28| | |     |     |     |       |
151.6458| +6.9244|    2373|349| | 2|10 06 35.0|+06 55 28| | |     |     |     |       |
151.6508| +6.9286|    2374|349| | 3|10 06 36.2|+06 55 43| | |     |     |     |       |
151.6546| +6.9347|    2375|349| | 4|10 06 37.1|+06 56 05| | |     |     |     |       |
151.6400| +6.9283|    2376|349| | 5|10 06 33.6|+06 55 42| | |     |     |     |       |
164.9975| +8.4017|    2377|350| | 1|10 59 59.4|+08 24 06|H| |     |     |     |       |
164.9896| +8.3950|    2378|350| | 2|10 59 57.5|+08 23 42|H| |     |     |     |       |
165.0079| +8.4072|    2379|350| | 3|11 00 01.9|+08 24 26|H| |     |     |     |       |
165.0083| +8.4122|    2380|350| | 4|11 00 02.0|+08 24 44|H| |     |     |     |       |
165.0125| +8.4131|    2381|350| | 5|11 00 03.0|+08 24 47|H| |     |     |     |       |
165.0150| +8.4117|    2382|350| | 6|11 00 03.6|+08 24 42|H| |     |     |     |       |
167.5533| +4.7839|    2383|351| | 1|11 10 12.8|+04 47 02|H| |     |     |     |       |
167.5733| +4.7631|    2384|351| | 2|11 10 17.6|+04 45 47|H| |     |     |     |       |
167.5679| +4.7681|    2385|351| | 3|11 10 16.3|+04 46 05|H| |     |     |     |       |
167.5767| +4.7961|    2386|351| | 4|11 10 18.4|+04 47 46|H| |     |     |     |       |
167.5967| +4.7894|    2387|351| | 5|11 10 23.2|+04 47 22|H| |     |     |     |       |
167.6029| +4.8297|    2388|351| | 6|11 10 24.7|+04 49 47|H| |     |     |     | 0.0303|= UGC 06212 = IRAS 11078+0505
167.5987| +4.8200|    2389|351| | 7|11 10 23.7|+04 49 12|H| |     |     |     |       |
167.5704| +4.7869|    2390|351| | 8|11 10 16.9|+04 47 13|H| |     |     |     |       |
170.3858| +2.8864|    2391|352| | 1|11 21 32.6|+02 53 11|H| |     |     |     |       |= CGCG 039-135
170.3975| +2.8933|    2392|352| | 2|11 21 35.4|+02 53 36|H| |     |     |     |       |= CGCG 039-140
170.4108| +2.8911|    2393|352| | 3|11 21 38.6|+02 53 28|H| |     |     |     |       |= NGC 3647
170.4087| +2.9028|    2394|352| | 4|11 21 38.1|+02 54 10|H| |     |     |     |       |= CGCG 039-142
170.4100| +2.9147|    2395|352| | 5|11 21 38.4|+02 54 53|H| |     |     |     |       |
170.3979| +2.8817|    2396|352| | 6|11 21 35.5|+02 52 54|H| |     |     |     |       |
170.4200| +2.8978|    2397|352| | 7|11 21 40.8|+02 53 52|H| |     |     |     |       |
170.4254| +2.8678|    2398|352| | 8|11 21 42.1|+02 52 04|H| |     |     |     |       |
170.4012| +2.8836|    2399|352| | 9|11 21 36.3|+02 53 01|H| |     |     |     |       |
170.4042| +2.8872|    2400|352| |10|11 21 37.0|+02 53 14|H| |     |     |     |       |
170.4275| +2.8719|    2401|352| |11|11 21 42.6|+02 52 19|H| |     |     |     |       |
195.7254| +3.3181|    2402|354| | 1|13 02 54.1|+03 19 05| | |     |     |     |       |
195.7312| +3.3128|    2403|354| | 2|13 02 55.5|+03 18 46| | |     |     |     |       |
195.7346| +3.3164|    2404|354| | 3|13 02 56.3|+03 18 59| | |     |     |     |       |
195.7308| +3.3311|    2405|354| | 4|13 02 55.4|+03 19 52| | |     |     |     |       |
195.7446| +3.3253|    2406|354| | 5|13 02 58.7|+03 19 31| |S|     |     |     |       |
195.7125| +3.3100|    2407|354| | 6|13 02 51.0|+03 18 36| | |     |     |     |       |
195.7229| +3.3175|    2408|354| | 7|13 02 53.5|+03 19 03| | |     |     |     |       |
195.7058| +3.3375|    2409|354| | 8|13 02 49.4|+03 20 15| | |     |     |     |       |
195.7075| +3.3186|    2410|354| | 9|13 02 49.8|+03 19 07| | |     |     |     |       |
195.7471| +3.3239|    2411|354| |10|13 02 59.3|+03 19 26| | |     |     |     |       |
198.0517| +7.3094|    2412|355| | 1|13 12 12.4|+07 18 34| | |17.27|     |27876| 0.0930|
198.0437| +7.3075|    2413|355| | 2|13 12 10.5|+07 18 27| | |17.28|     |27717| 0.0925|
198.0542| +7.3089|    2414|355| | 3|13 12 13.0|+07 18 32| |S|     |     |     |       |
198.0517| +7.3067|    2415|355| | 4|13 12 12.4|+07 18 24| | |17.80|     |28128| 0.0938|
198.0462| +7.3089|    2416|355| | 5|13 12 11.1|+07 18 32| | |18.18|     |28212| 0.0941|
198.0358| +7.3067|    2417|355| | 6|13 12 08.6|+07 18 24| | |     |     |     |       |
202.6612|+11.4033|    2418|356| | 1|13 30 38.7|+11 24 12| | |     |     |     |       |
202.6733|+11.3950|    2419|356| | 2|13 30 41.6|+11 23 42| | |     |     |     |       |
202.6483|+11.4144|    2420|356| | 3|13 30 35.6|+11 24 52| | |     |     |     |       |
202.6604|+11.4122|    2421|356| | 4|13 30 38.5|+11 24 44| | |     |     |     |       |
202.6654|+11.3978|    2422|356| | 5|13 30 39.7|+11 23 52| | |     |     |     |       |
215.9346| +6.6078|    2423|358| | 1|14 23 44.3|+06 36 28| | |     |     |     |       |
215.9371| +6.6011|    2424|358| | 2|14 23 44.9|+06 36 04| | |     |     |     |       |
215.9492| +6.5653|    2425|358| | 3|14 23 47.8|+06 33 55| | |     |     |     |       |
215.9362| +6.5722|    2426|358| | 4|14 23 44.7|+06 34 20| | |     |     |     |       |
215.9367| +6.5800|    2427|358| | 5|14 23 44.8|+06 34 48| | |     |     |     |       |
215.9508| +6.5814|    2428|358| | 6|14 23 48.2|+06 34 53| | |     |     |     |       |
215.9554| +6.5861|    2429|358| | 7|14 23 49.3|+06 35 10| | |     |     |     |       |
